currency,snapshot_ts,n_options,rmse_black,mae_black,within_black,rmse_heston,mae_heston,within_heston,rmse_svcj,mae_svcj,within_svcj
ETH,2026-02-09 09:55:17+00:00,131,0.005602652386260842,0.0041843760252772795,0.37404580152671757,0.003258936830414534,0.0018516063028986632,0.5954198473282443,0.003208580237317157,0.0017238479594269406,0.6259541984732825
ETH,2026-02-09 16:03:47+00:00,132,0.005315993523458573,0.003778375504143928,0.3409090909090909,0.0025528110959359765,0.0015717789430794323,0.48484848484848486,0.002355017408527441,0.0012734175356272565,0.6060606060606061
ETH,2026-02-09 21:38:30+00:00,131,0.005125269096351931,0.003733785745775326,0.2748091603053435,0.003504947350444569,0.0017043625255207563,0.5114503816793893,0.003320243494422357,0.001460426864421462,0.6106870229007634
ETH,2026-02-10 04:56:22+00:00,132,0.004406724304230333,0.0033740021054986845,0.29545454545454547,0.0022853526848737845,0.0014034154969361035,0.5303030303030303,0.0020878766261447964,0.0012211191086301402,0.6363636363636364
ETH,2026-02-10 09:54:07+00:00,106,0.003429404364845155,0.0024793813939868554,0.4056603773584906,0.0021260133705803394,0.0011222990720742903,0.5660377358490566,0.002023610681037601,0.0009660353746241361,0.6037735849056604
ETH,2026-02-10 16:12:50+00:00,114,0.004262389028540476,0.003159572632417643,0.37719298245614036,0.002842499736650645,0.0016247439741759267,0.5263157894736842,0.002612640449148814,0.0013465394985286928,0.6666666666666666
ETH,2026-02-10 21:42:24+00:00,127,0.010616275794431286,0.004419380022123192,0.41732283464566927,0.01054523130292585,0.0036173604961884736,0.47244094488188976,0.010451658945361224,0.0033765710514203754,0.5669291338582677
ETH,2026-02-11 04:55:28+00:00,124,0.005121721550437726,0.0035113863356154512,0.3467741935483871,0.004281234666905885,0.002113501290369191,0.5161290322580645,0.004207035744425948,0.0018427328296026094,0.6209677419354839
ETH,2026-02-11 09:44:24+00:00,122,0.005368291686341537,0.00416614866808192,0.36065573770491804,0.002974017874685721,0.0020589418963257826,0.5081967213114754,0.0026079263016690227,0.0016766777070621245,0.5491803278688525
ETH,2026-02-11 16:09:19+00:00,111,0.003761546429371317,0.002804911537949837,0.35135135135135137,0.0017781577368701043,0.0013550557660844138,0.5045045045045045,0.001485480092865477,0.0010969542744427793,0.5495495495495496
ETH,2026-02-11 21:33:54+00:00,122,0.006132672756071259,0.003739353023249606,0.4180327868852459,0.005305992613900269,0.0026588129963351042,0.47540983606557374,0.005048023189776855,0.002178078577601234,0.6229508196721312
ETH,2026-02-12 04:51:01+00:00,125,0.004745729538553016,0.003158619898591971,0.368,0.0037724077352018492,0.0019514931513009137,0.512,0.0034583018448404333,0.0014663403627984434,0.632
ETH,2026-02-12 09:40:31+00:00,116,0.004199860818779263,0.0031441238858364706,0.2413793103448276,0.0030041765555580027,0.0019034788754343315,0.3793103448275862,0.002558549880254926,0.0011639668747079664,0.603448275862069
ETH,2026-02-12 16:01:34+00:00,119,0.007578819329957088,0.00331446114484093,0.40336134453781514,0.007659097800634447,0.00303914100112787,0.44537815126050423,0.007472257298825259,0.0023080514784895698,0.6218487394957983
ETH,2026-02-12 21:33:53+00:00,121,0.0038803798689205763,0.002750022654457156,0.34710743801652894,0.0021319372687144873,0.0016210410575378971,0.47107438016528924,0.0016262241187069535,0.001144525795946763,0.6363636363636364
ETH,2026-02-13 04:47:00+00:00,123,0.004845146163783355,0.002929630471095604,0.37398373983739835,0.003681341442551991,0.0018091965502023727,0.44715447154471544,0.003478277828511829,0.0012939289290194403,0.6178861788617886
ETH,2026-02-13 09:36:10+00:00,119,0.0044190650226756875,0.003069764677340079,0.3949579831932773,0.0030659504725284534,0.002066518644794237,0.44537815126050423,0.0025521239173668547,0.001325458424217872,0.6218487394957983
ETH,2026-02-13 15:53:19+00:00,121,0.003374108238918734,0.0025205983630219686,0.35537190082644626,0.0024797195228420366,0.0015547159414553884,0.4462809917355372,0.0020322906783941394,0.001035370703190677,0.5950413223140496
ETH,2026-02-13 21:35:29+00:00,121,0.0051578257333337275,0.0036067468811139627,0.371900826446281,0.003690384430728418,0.0025948977581741854,0.45454545454545453,0.0032148742837668663,0.0022013323170522107,0.4462809917355372
ETH,2026-02-14 04:26:16+00:00,120,0.006017291870814558,0.003906780924700701,0.2916666666666667,0.004280816845546865,0.0026390285985821178,0.35833333333333334,0.004119933637051445,0.0022609749703788084,0.425
ETH,2026-02-14 09:23:42+00:00,115,0.007423611578638724,0.005051826794799937,0.5565217391304348,0.006017089829519602,0.004206819762409191,0.5130434782608696,0.006176538803453758,0.003964163565394288,0.5739130434782609
ETH,2026-02-14 15:34:11+00:00,123,0.006316269177400909,0.002556139372073814,0.4065040650406504,0.006043095848048343,0.001832805011465457,0.5121951219512195,0.006009892070276059,0.0015461409434410086,0.6097560975609756
ETH,2026-02-14 21:24:35+00:00,120,0.0037976986586210604,0.0025689832786061004,0.45,0.002541525956761847,0.0015614080733269743,0.525,0.0023316084940746273,0.0011768113008928155,0.5833333333333334
ETH,2026-02-15 04:47:33+00:00,120,0.0036576879863227394,0.002490438311920602,0.4083333333333333,0.0022779576369576543,0.001318736868928702,0.5416666666666666,0.00214939249933025,0.0009992413573868622,0.7166666666666667
ETH,2026-02-15 09:24:24+00:00,117,0.003319951690366497,0.002303144589461146,0.5299145299145299,0.0028035481973753594,0.0014888980135875154,0.6923076923076923,0.0027604160889459794,0.0011809683096021893,0.8974358974358975
ETH,2026-02-15 15:34:20+00:00,117,0.0040002685550023015,0.002707403255187137,0.48717948717948717,0.0032813380534610576,0.0016260739320303186,0.6495726495726496,0.003263512408351217,0.001256637566723874,0.8717948717948718
ETH,2026-02-15 21:25:08+00:00,120,0.007735120224666519,0.0038624407403182043,0.35,0.007546775512109147,0.002460272988976862,0.5833333333333334,0.007549080969098426,0.0021324516520370884,0.7
ETH,2026-02-16 04:51:56+00:00,119,0.0037846623872611453,0.0024469122884925223,0.42016806722689076,0.003312016589587308,0.001506268803322062,0.6050420168067226,0.0031419812399019875,0.0011637471265921542,0.773109243697479
ETH,2026-02-16 09:44:36+00:00,112,0.004676619224877563,0.002880195689159006,0.41964285714285715,0.004294304082437109,0.0019937136950450777,0.5446428571428571,0.004156642175636151,0.0015001473122568155,0.7321428571428571
ETH,2026-02-16 15:51:36+00:00,110,0.005445103841647643,0.003023332458312624,0.42727272727272725,0.005237979357907758,0.002059548323132965,0.45454545454545453,0.005170514137282085,0.0015958814829435885,0.7909090909090909
ETH,2026-02-16 21:28:35+00:00,111,0.007496596892997029,0.0033553409125420446,0.38738738738738737,0.007073510112588936,0.002320757140579777,0.5675675675675675,0.0070743306591323045,0.0019668355739004785,0.8198198198198198
ETH,2026-02-17 04:45:11+00:00,111,0.003660743231929696,0.0024656685006387413,0.44144144144144143,0.003147139984686295,0.0017490188087555519,0.5045045045045045,0.002981744801600665,0.0012781027790434681,0.8468468468468469
